Name,Extension,Size_MB,Size_Bytes,RelativePath,FullPath,WebsiteCategory,Subcategory,PlannedUse
210242439_532934317845553_2673374354614852231_n3ee6.jpg,.jpg,1.231,1290940,cms.suzukihyperlocal.com\210242439_532934317845553_2673374354614852231_n3ee6.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\210242439_532934317845553_2673374354614852231_n3ee6.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article
248db1.jpg,.jpg,0.338,354062,cms.suzukihyperlocal.com\248db1.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\248db1.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed
2721929477f81.jpg,.jpg,0.029,30831,cms.suzukihyperlocal.com\2721929477f81.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\2721929477f81.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article
336a99.jpg,.jpg,0.692,725444,cms.suzukihyperlocal.com\336a99.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\336a99.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed
35d061.jpg,.jpg,0.618,648322,cms.suzukihyperlocal.com\35d061.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\35d061.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed
60x80-pamerran-r3-xl7-Recoveredc161.jpg,.jpg,0.921,965438,cms.suzukihyperlocal.com\60x80-pamerran-r3-xl7-Recoveredc161.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\60x80-pamerran-r3-xl7-Recoveredc161.jpg,XL7_HYBRID,Product asset,Homepage hero + product page
61264-giias-2022-suzuki-s-pressoa192.jpg,.jpg,0.053,55915,cms.suzukihyperlocal.com\61264-giias-2022-suzuki-s-pressoa192.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\61264-giias-2022-suzuki-s-pressoa192.jpg,S_PRESSO,Product asset,Product page + catalog
9. 360° View Camera7de1.png,.png,0.608,637745,cms.suzukihyperlocal.com\9. 360° View Camera7de1.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\9. 360° View Camera7de1.png,FEATURE_SAFETY,Feature/safety,Relevant product page
a355f7254db665a9b35e1897d8c561104716.jpg,.jpg,0.057,59964,cms.suzukihyperlocal.com\a355f7254db665a9b35e1897d8c561104716.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\a355f7254db665a9b35e1897d8c561104716.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed
air_radiator_mobil_dealer_suzuki4136.jpg,.jpg,0.044,45725,cms.suzukihyperlocal.com\air_radiator_mobil_dealer_suzuki4136.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\air_radiator_mobil_dealer_suzuki4136.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
air_radiator_mobil_habis_dealer_suzukie9d5.JPG,.jpg,0.035,36700,cms.suzukihyperlocal.com\air_radiator_mobil_habis_dealer_suzukie9d5.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\air_radiator_mobil_habis_dealer_suzukie9d5.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
aksesoris_mobil_dealer_suzuki6e3b.png,.png,0.185,194484,cms.suzukihyperlocal.com\aksesoris_mobil_dealer_suzuki6e3b.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\aksesoris_mobil_dealer_suzuki6e3b.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
ANE-BARUd40c.jpg,.jpg,1.18,1237576,cms.suzukihyperlocal.com\ANE-BARUd40c.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ANE-BARUd40c.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
ANE_CRUISE_BLACK-CRUISEd36f.webp,.webp,0.052,54320,cms.suzukihyperlocal.com\ANE_CRUISE_BLACK-CRUISEd36f.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ANE_CRUISE_BLACK-CRUISEd36f.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Asset_1_16934.webp,.webp,0.051,53832,cms.suzukihyperlocal.com\Asset_1_16934.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Asset_1_16934.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Asset_1_17633.webp,.webp,0.09,94212,cms.suzukihyperlocal.com\Asset_1_17633.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Asset_1_17633.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
auto3d82.jpg,.jpg,0.475,497798,cms.suzukihyperlocal.com\auto3d82.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\auto3d82.jpg,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content
ball_joint_dealer_suzuki4761.jpg,.jpg,0.058,61019,cms.suzukihyperlocal.com\ball_joint_dealer_suzuki4761.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ball_joint_dealer_suzuki4761.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
banner-29875.jpg,.jpg,0.327,342620,cms.suzukihyperlocal.com\banner-29875.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\banner-29875.jpg,PROMO_HERO_BANNER,Banner/hero,Homepage/promo
bearingd3af.jpg,.jpg,0.082,85652,cms.suzukihyperlocal.com\bearingd3af.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\bearingd3af.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
beli-xl7-dan-all-new-ertiga-di-suzuki-finance-dapatkan-potongan-3x-angsuran-dan-asuransi-banjir-gratis_thumb9cfe.png,.png,0.282,295306,cms.suzukihyperlocal.com\beli-xl7-dan-all-new-ertiga-di-suzuki-finance-dapatkan-potongan-3x-angsuran-dan-asuransi-banjir-gratis_thumb9cfe.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\beli-xl7-dan-all-new-ertiga-di-suzuki-finance-dapatkan-potongan-3x-angsuran-dan-asuransi-banjir-gratis_thumb9cfe.png,XL7_HYBRID,Product asset,Homepage hero + product page
bensin6068.jpg,.jpg,0.161,169045,cms.suzukihyperlocal.com\bensin6068.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\bensin6068.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
berkendara-aman-di-musim-hujan-agar-tenang-sampai-tujuan_thumb72b9.png,.png,0.339,355268,cms.suzukihyperlocal.com\berkendara-aman-di-musim-hujan-agar-tenang-sampai-tujuan_thumb72b9.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\berkendara-aman-di-musim-hujan-agar-tenang-sampai-tujuan_thumb72b9.png,ARTICLE_MEDIA,Article image,Blog/SEO article
best80cf.jpg,.jpg,0.23,241289,cms.suzukihyperlocal.com\best80cf.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\best80cf.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
bg-maina406.webp,.webp,0.119,124742,cms.suzukihyperlocal.com\bg-maina406.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\bg-maina406.webp,UI_TECHNICAL,UI/technical asset,Archive/reference; not core website content
big_braket_kit_dealer_suzuki4ed3.png,.png,0.19,199709,cms.suzukihyperlocal.com\big_braket_kit_dealer_suzuki4ed3.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\big_braket_kit_dealer_suzuki4ed3.png,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
black-APV_ARENA4c67.webp,.webp,0.046,47896,cms.suzukihyperlocal.com\black-APV_ARENA4c67.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\black-APV_ARENA4c67.webp,LEGACY_PRODUCT_ARCHIVE,APV product asset,Archive only; not current primary lineup
Bluish_Black_Pearl-JIMNY_3-DOORS1136.webp,.webp,0.033,34560,cms.suzukihyperlocal.com\Bluish_Black_Pearl-JIMNY_3-DOORS1136.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Bluish_Black_Pearl-JIMNY_3-DOORS1136.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
Brave-Khaki-ALL_NEW_ERTIGA6e30.webp,.webp,0.054,56162,cms.suzukihyperlocal.com\Brave-Khaki-ALL_NEW_ERTIGA6e30.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Brave-Khaki-ALL_NEW_ERTIGA6e30.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
brisk_blue_metallic-JIMNY_3-DOORS12ce.webp,.webp,0.037,38524,cms.suzukihyperlocal.com\brisk_blue_metallic-JIMNY_3-DOORS12ce.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\brisk_blue_metallic-JIMNY_3-DOORS12ce.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
buhing_arm_mobil_rusak_dealer_suzukicb03.png,.png,0.215,224991,cms.suzukihyperlocal.com\buhing_arm_mobil_rusak_dealer_suzukicb03.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\buhing_arm_mobil_rusak_dealer_suzukicb03.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
cara-membersihkan-velg-mobil27ea.jpg,.jpg,0.062,65416,cms.suzukihyperlocal.com\cara-membersihkan-velg-mobil27ea.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\cara-membersihkan-velg-mobil27ea.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
cara-mudah-bersihkan-dashboard-tanpa-harus-ke-salon-mobil-p0irSOtzSM35b4.jpg,.jpg,0.089,93160,cms.suzukihyperlocal.com\cara-mudah-bersihkan-dashboard-tanpa-harus-ke-salon-mobil-p0irSOtzSM35b4.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\cara-mudah-bersihkan-dashboard-tanpa-harus-ke-salon-mobil-p0irSOtzSM35b4.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
cara_mengkilapkan_cat_mobil_dealer_suzukie1ae.jpg,.jpg,0.079,82937,cms.suzukihyperlocal.com\cara_mengkilapkan_cat_mobil_dealer_suzukie1ae.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\cara_mengkilapkan_cat_mobil_dealer_suzukie1ae.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Carrye522.webp,.webp,0.175,183130,cms.suzukihyperlocal.com\Carrye522.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Carrye522.webp,NEW_CARRY,Product/color,Product page + catalog
CARRY_WEBSITE_NEW_(1)6385.webp,.webp,0.309,324036,cms.suzukihyperlocal.com\CARRY_WEBSITE_NEW_(1)6385.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\CARRY_WEBSITE_NEW_(1)6385.webp,NEW_CARRY,Product/color,Product page + catalog
chiffon_ivory_metallic-JIMNY_3-DOORS2ed7.webp,.webp,0.035,36362,cms.suzukihyperlocal.com\chiffon_ivory_metallic-JIMNY_3-DOORS2ed7.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\chiffon_ivory_metallic-JIMNY_3-DOORS2ed7.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
COLORINGa08e.jpg,.jpg,0.344,360925,cms.suzukihyperlocal.com\COLORINGa08e.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\COLORINGa08e.jpg,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content
Cool-Black-Metalic-ALL_NEW_ERTIGAd0d0.webp,.webp,0.051,53980,cms.suzukihyperlocal.com\Cool-Black-Metalic-ALL_NEW_ERTIGAd0d0.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Cool-Black-Metalic-ALL_NEW_ERTIGAd0d0.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
dddddddddddddddddddddddddd3402.jpg,.jpg,0.517,542561,cms.suzukihyperlocal.com\dddddddddddddddddddddddddd3402.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\dddddddddddddddddddddddddd3402.jpg,ARCHIVE_UNIDENTIFIED,Unnamed/hash/timestamp asset,Archive until contextual source is confirmed
defogger_dealer_suzuki69a7.jpg,.jpg,0.113,118800,cms.suzukihyperlocal.com\defogger_dealer_suzuki69a7.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\defogger_dealer_suzuki69a7.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Desktop_Banner_39274.webp,.webp,0.096,100494,cms.suzukihyperlocal.com\Desktop_Banner_39274.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Desktop_Banner_39274.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo
dongkrak-hidrolikdd86.jpg,.jpg,0.075,78941,cms.suzukihyperlocal.com\dongkrak-hidrolikdd86.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\dongkrak-hidrolikdd86.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
DP-MALL-Xl-Recoverede411.jpg,.jpg,0.19,199601,cms.suzukihyperlocal.com\DP-MALL-Xl-Recoverede411.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\DP-MALL-Xl-Recoverede411.jpg,PROMO,Promo,Promo section/articles
Eksterior01-JIMNY_5-DOORS9ff4.webp,.webp,0.009,9474,cms.suzukihyperlocal.com\Eksterior01-JIMNY_5-DOORS9ff4.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior01-JIMNY_5-DOORS9ff4.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Eksterior01_(5)6a46.webp,.webp,0.027,28490,cms.suzukihyperlocal.com\Eksterior01_(5)6a46.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior01_(5)6a46.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Eksterior02-JIMNY_5-DOORSde6b.webp,.webp,0.006,6380,cms.suzukihyperlocal.com\Eksterior02-JIMNY_5-DOORSde6b.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior02-JIMNY_5-DOORSde6b.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Eksterior02_(5)0cca.webp,.webp,0.034,36028,cms.suzukihyperlocal.com\Eksterior02_(5)0cca.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior02_(5)0cca.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Eksterior03-JIMNY_5-DOORS94f8.webp,.webp,0.004,4702,cms.suzukihyperlocal.com\Eksterior03-JIMNY_5-DOORS94f8.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior03-JIMNY_5-DOORS94f8.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Eksterior03_(4)0c2f.webp,.webp,0.018,18446,cms.suzukihyperlocal.com\Eksterior03_(4)0c2f.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior03_(4)0c2f.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Eksterior03_(4)b028.webp,.webp,0.015,16178,cms.suzukihyperlocal.com\Eksterior03_(4)b028.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior03_(4)b028.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Eksterior04-JIMNY_5-DOORSb1b6.webp,.webp,0.006,6772,cms.suzukihyperlocal.com\Eksterior04-JIMNY_5-DOORSb1b6.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior04-JIMNY_5-DOORSb1b6.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Eksterior04_(4)115f.webp,.webp,0.016,16512,cms.suzukihyperlocal.com\Eksterior04_(4)115f.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior04_(4)115f.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Eksterior04_(4)f240.webp,.webp,0.015,16112,cms.suzukihyperlocal.com\Eksterior04_(4)f240.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior04_(4)f240.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Eksterior05-JIMNY_5-DOORS667d.webp,.webp,0.003,3462,cms.suzukihyperlocal.com\Eksterior05-JIMNY_5-DOORS667d.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior05-JIMNY_5-DOORS667d.webp,JIMNY_5,Product/interior/exterior/color,Product page + catalog
Eksterior05_(3)b653.webp,.webp,0.013,14060,cms.suzukihyperlocal.com\Eksterior05_(3)b653.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Eksterior05_(3)b653.webp,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
Ertiga8d36.jpg,.jpg,0.153,160475,cms.suzukihyperlocal.com\Ertiga8d36.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Ertiga8d36.jpg,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
Ertiga_(2)b248.webp,.webp,0.213,223478,cms.suzukihyperlocal.com\Ertiga_(2)b248.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Ertiga_(2)b248.webp,ERTIGA_HYBRID,Product/color/interior,Product page + catalog
ext01-JIMNY_3-DOORSb3d0.webp,.webp,0.005,5388,cms.suzukihyperlocal.com\ext01-JIMNY_3-DOORSb3d0.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext01-JIMNY_3-DOORSb3d0.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
ext02-JIMNY_3-DOORS6a33.webp,.webp,0.004,4058,cms.suzukihyperlocal.com\ext02-JIMNY_3-DOORS6a33.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext02-JIMNY_3-DOORS6a33.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
ext03-JIMNY_3-DOORS8124.webp,.webp,0.005,5682,cms.suzukihyperlocal.com\ext03-JIMNY_3-DOORS8124.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext03-JIMNY_3-DOORS8124.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
ext04-JIMNY_3-DOORSffe8.webp,.webp,0.004,4698,cms.suzukihyperlocal.com\ext04-JIMNY_3-DOORSffe8.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext04-JIMNY_3-DOORSffe8.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
ext05-JIMNY_3-DOORS5f3d.webp,.webp,0.004,3814,cms.suzukihyperlocal.com\ext05-JIMNY_3-DOORS5f3d.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext05-JIMNY_3-DOORS5f3d.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
ext06-JIMNY_3-DOORSf7b5.webp,.webp,0.003,3292,cms.suzukihyperlocal.com\ext06-JIMNY_3-DOORSf7b5.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext06-JIMNY_3-DOORSf7b5.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
ext07-JIMNY_3-DOORS4c2d.webp,.webp,0.007,7134,cms.suzukihyperlocal.com\ext07-JIMNY_3-DOORS4c2d.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext07-JIMNY_3-DOORS4c2d.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
ext08-JIMNY_3-DOORS4d63.webp,.webp,0.006,6530,cms.suzukihyperlocal.com\ext08-JIMNY_3-DOORS4d63.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext08-JIMNY_3-DOORS4d63.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
ext09-JIMNY_3-DOORS085a.webp,.webp,0.007,7808,cms.suzukihyperlocal.com\ext09-JIMNY_3-DOORS085a.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\ext09-JIMNY_3-DOORS085a.webp,JIMNY,Product/interior/exterior/color,Product page + catalog
E_PMAgcVIAAJX4Z-Recovered-Recovered73be.jpg,.jpg,0.483,506887,cms.suzukihyperlocal.com\E_PMAgcVIAAJX4Z-Recovered-Recovered73be.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\E_PMAgcVIAAJX4Z-Recovered-Recovered73be.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article
FD5kbSQVQAQ-S3Ef613.jpg,.jpg,0.078,81875,cms.suzukihyperlocal.com\FD5kbSQVQAQ-S3Ef613.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\FD5kbSQVQAQ-S3Ef613.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
filter_dryer_ac_mobil_dealer_suzukia40e.png,.png,0.42,440652,cms.suzukihyperlocal.com\filter_dryer_ac_mobil_dealer_suzukia40e.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\filter_dryer_ac_mobil_dealer_suzukia40e.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
fitur_esp_mobil_dealer_suzukif3aa.jpg,.jpg,0.059,61822,cms.suzukihyperlocal.com\fitur_esp_mobil_dealer_suzukif3aa.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\fitur_esp_mobil_dealer_suzukif3aa.jpg,FEATURE_SAFETY,Feature/safety,Relevant product page
Frame_31550ab58.webp,.webp,0.077,81098,cms.suzukihyperlocal.com\Frame_31550ab58.webp,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Frame_31550ab58.webp,ASSET_REFERENCE,Generic/technical visual,Archive/reference; not core content
fuel_filter_dealer_suzukia41a.jpg,.jpg,0.419,439649,cms.suzukihyperlocal.com\fuel_filter_dealer_suzukia41a.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\fuel_filter_dealer_suzukia41a.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
fuel_pump_mobil_dealer_suzuki2190.JPG,.jpg,0.027,28246,cms.suzukihyperlocal.com\fuel_pump_mobil_dealer_suzuki2190.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\fuel_pump_mobil_dealer_suzuki2190.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
fungsi_bumper_mobil_Dealer_suzukib314.jpg,.jpg,0.124,129742,cms.suzukihyperlocal.com\fungsi_bumper_mobil_Dealer_suzukib314.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\fungsi_bumper_mobil_Dealer_suzukib314.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
fungsi_cairan_engine_flush_dealer_suzuki135c.png,.png,0.231,241893,cms.suzukihyperlocal.com\fungsi_cairan_engine_flush_dealer_suzuki135c.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\fungsi_cairan_engine_flush_dealer_suzuki135c.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
Fungsi_Catalytic_Converter_Dealer_suzuki6b29.JPG,.jpg,0.021,21698,cms.suzukihyperlocal.com\Fungsi_Catalytic_Converter_Dealer_suzuki6b29.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\Fungsi_Catalytic_Converter_Dealer_suzuki6b29.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
fungsi_distributor_mobil_dealer_suzuki8038.JPG,.jpg,0.035,36455,cms.suzukihyperlocal.com\fungsi_distributor_mobil_dealer_suzuki8038.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\fungsi_distributor_mobil_dealer_suzuki8038.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
fungsi_filter_bensin_mobil_dealer_suzuki6739.png,.png,0.16,167452,cms.suzukihyperlocal.com\fungsi_filter_bensin_mobil_dealer_suzuki6739.png,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\fungsi_filter_bensin_mobil_dealer_suzuki6739.png,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
fungsi_fuse_mobil_dealer_suzuki5137.JPG,.jpg,0.028,28965,cms.suzukihyperlocal.com\fungsi_fuse_mobil_dealer_suzuki5137.JPG,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\fungsi_fuse_mobil_dealer_suzuki5137.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage"
garasi-mobila1c5.jpg,.jpg,0.113,118146,cms.suzukihyperlocal.com\garasi-mobila1c5.jpg,D:\Papah\suzukisemarangcenter\TRADA_RAW\cms.suzukihyperlocal.com\garasi-mobila1c5.jpg,ARCHIVE_UNIDENTIFIED,Unclear legacy asset,Archive until contextual source is confirmed
